,days,dow,rank,daily,theaters,special events
0,2020-02-14,Friday,1,20924364.0,4167,nan
1,2020-02-15,Saturday,1,20552625.0,4167,nan
2,2020-02-16,Sunday,1,16541359.0,4167,nan
3,2020-02-17,Monday,1,11983726.0,4167,Presidents' Day
4,2020-02-18,Tuesday,1,5082338.0,4167,nan
5,2020-02-19,Wednesday,1,2665678.0,4167,nan
6,2020-02-20,Thursday,1,2551581.0,4167,nan
7,2020-02-21,Friday,2,6359113.0,4198,nan
8,2020-02-22,Saturday,1,11961933.0,4198,nan
9,2020-02-23,Sunday,1,7871248.0,4198,nan
10,2020-02-24,Monday,2,1214470.0,4198,nan
11,2020-02-25,Tuesday,2,2211971.0,4198,nan
12,2020-02-26,Wednesday,3,1211594.0,4198,nan
13,2020-02-27,Thursday,2,1161652.0,4198,nan
14,2020-02-28,Friday,2,3504112.0,4177,nan
15,2020-02-29,Saturday,2,7670352.0,4177,nan
16,2020-03-01,Sunday,2,5138155.0,4177,nan
17,2020-03-02,Monday,2,898273.0,4177,nan
18,2020-03-03,Tuesday,3,1612073.0,4177,nan
19,2020-03-04,Wednesday,2,892694.0,4177,nan
20,2020-03-05,Thursday,3,808841.0,4177,nan
21,2020-03-06,Friday,5,1795571.0,3717,nan
22,2020-03-07,Saturday,3,3657082.0,3717,nan
23,2020-03-08,Sunday,3,2251414.0,3717,nan
24,2020-03-09,Monday,4,617842.0,3717,nan
25,2020-03-10,Tuesday,4,972388.0,3717,nan
26,2020-03-11,Wednesday,4,597955.0,3717,nan
27,2020-03-12,Thursday,3,520924.0,3717,COVID-19 Pandemic
28,2020-03-13,Friday,6,737576.0,3041,COVID-19 Pandemic
29,2020-03-14,Saturday,6,1117609.0,3041,COVID-19 Pandemic
30,2020-03-15,Sunday,6,667399.0,3041,COVID-19 Pandemic
31,2020-03-16,Monday,6,202877.0,3041,COVID-19 Pandemic
32,2020-03-17,Tuesday,6,84093.0,3041,COVID-19 Pandemic
33,2020-03-18,Wednesday,7,16397.0,3041,COVID-19 Pandemic
34,2020-03-19,Thursday,7,9191.0,3041,COVID-19 Pandemic
