,days,dow,rank,daily,theaters,special events
0,2016-07-08,Friday,1,38542760.0,4370,nan
1,2016-07-09,Saturday,1,37044595.0,4370,nan
2,2016-07-10,Sunday,1,28765550.0,4370,nan
3,2016-07-11,Monday,1,11670245.0,4370,nan
4,2016-07-12,Tuesday,1,15105025.0,4370,nan
5,2016-07-13,Wednesday,1,11070560.0,4370,nan
6,2016-07-14,Thursday,1,10389130.0,4370,nan
7,2016-07-15,Friday,2,15198895.0,4381,nan
8,2016-07-16,Saturday,1,20028900.0,4381,nan
9,2016-07-17,Sunday,1,15610560.0,4381,nan
10,2016-07-18,Monday,1,6790450.0,4381,nan
11,2016-07-19,Tuesday,1,8916415.0,4381,nan
12,2016-07-20,Wednesday,1,6279925.0,4381,nan
13,2016-07-21,Thursday,1,5965735.0,4046,nan
14,2016-07-22,Friday,3,8718780.0,4048,nan
15,2016-07-23,Saturday,2,11839170.0,4048,nan
16,2016-07-24,Sunday,2,9049260.0,4048,nan
17,2016-07-25,Monday,2,4173585.0,4048,nan
18,2016-07-26,Tuesday,2,5261350.0,4048,nan
19,2016-07-27,Wednesday,2,3800200.0,4048,nan
20,2016-07-28,Thursday,2,3746655.0,4048,nan
21,2016-07-29,Friday,4,5579365.0,3677,nan
22,2016-07-30,Saturday,4,7301180.0,3677,nan
23,2016-07-31,Sunday,4,6034595.0,3677,nan
24,2016-08-01,Monday,4,2803515.0,3677,nan
25,2016-08-02,Tuesday,3,3491745.0,3677,nan
26,2016-08-03,Wednesday,4,2495165.0,3677,nan
27,2016-08-04,Thursday,3,2345470.0,3677,nan
28,2016-08-05,Friday,4,3336150.0,3417,Rio Olympics
29,2016-08-06,Saturday,4,4757165.0,3417,Rio Olympics
30,2016-08-07,Sunday,4,3407275.0,3417,Rio Olympics
31,2016-08-08,Monday,4,1693280.0,3417,Rio Olympics
32,2016-08-09,Tuesday,4,2292890.0,3417,Rio Olympics
33,2016-08-10,Wednesday,4,1913630.0,3417,Rio Olympics
34,2016-08-11,Thursday,4,1682905.0,3417,Rio Olympics
35,2016-08-12,Friday,6,2562790.0,2958,Rio Olympics
36,2016-08-13,Saturday,6,3762280.0,2958,Rio Olympics
37,2016-08-14,Sunday,6,2739495.0,2958,Rio Olympics
38,2016-08-15,Monday,6,1139575.0,2958,Rio Olympics
39,2016-08-16,Tuesday,6,1632915.0,2958,Rio Olympics
40,2016-08-17,Wednesday,6,1065050.0,2958,Rio Olympics
41,2016-08-18,Thursday,6,947850.0,2958,Rio Olympics
42,2016-08-19,Friday,9,1560205.0,2404,Rio Olympics
43,2016-08-20,Saturday,9,2531420.0,2404,Rio Olympics
44,2016-08-21,Sunday,9,1788875.0,2404,Rio Olympics
45,2016-08-22,Monday,9,628225.0,2404,nan
46,2016-08-23,Tuesday,9,814625.0,2404,nan
47,2016-08-24,Wednesday,9,599680.0,2404,nan
48,2016-08-25,Thursday,9,585945.0,2404,nan
49,2016-08-26,Friday,13,945920.0,2091,nan
50,2016-08-27,Saturday,11,1765780.0,2091,nan
51,2016-08-28,Sunday,11,1167480.0,2091,nan
52,2016-08-29,Monday,11,374865.0,2091,nan
53,2016-08-30,Tuesday,12,502865.0,2091,nan
54,2016-08-31,Wednesday,12,384130.0,2091,nan
55,2016-09-01,Thursday,12,405445.0,2091,nan
56,2016-09-02,Friday,13,762320.0,2069,nan
57,2016-09-03,Saturday,12,1399950.0,2069,nan
58,2016-09-04,Sunday,13,1372655.0,2069,nan
59,2016-09-05,Monday,8,1275990.0,2069,Labor Day
60,2016-09-06,Tuesday,16,225340.0,2069,nan
61,2016-09-07,Wednesday,17,136855.0,2069,nan
62,2016-09-08,Thursday,17,117175.0,2069,nan
63,2016-09-09,Friday,17,280560.0,1410,nan
64,2016-09-10,Saturday,15,793790.0,1410,nan
65,2016-09-11,Sunday,15,468405.0,1410,nan
66,2016-09-12,Monday,19,81075.0,1410,nan
67,2016-09-13,Tuesday,20,98515.0,1410,nan
68,2016-09-14,Wednesday,19,72290.0,1410,nan
69,2016-09-15,Thursday,19,63950.0,1410,nan
70,2016-09-16,Friday,20,234775.0,1005,nan
71,2016-09-17,Saturday,13,620420.0,1005,nan
72,2016-09-18,Sunday,14,376700.0,1005,nan
73,2016-09-19,Monday,21,63980.0,1005,nan
74,2016-09-20,Tuesday,21,76315.0,1005,nan
75,2016-09-21,Wednesday,21,61165.0,1005,nan
76,2016-09-22,Thursday,22,48985.0,1005,nan
77,2016-09-23,Friday,17,150750.0,747,nan
78,2016-09-24,Saturday,14,330080.0,747,nan
79,2016-09-25,Sunday,15,211600.0,747,nan
80,2016-09-26,Monday,17,42590.0,747,nan
81,2016-09-27,Tuesday,21,43550.0,747,nan
82,2016-09-28,Wednesday,21,36250.0,747,nan
83,2016-09-29,Thursday,20,32680.0,747,nan
84,2016-09-30,Friday,17,92435.0,462,nan
85,2016-10-01,Saturday,18,220585.0,462,nan
86,2016-10-02,Sunday,17,130280.0,462,nan
87,2016-10-03,Monday,18,33420.0,462,nan
88,2016-10-04,Tuesday,19,32990.0,462,nan
89,2016-10-05,Wednesday,18,27015.0,462,nan
90,2016-10-06,Thursday,20,26010.0,462,nan
91,2016-10-07,Friday,21,80575.0,339,nan
92,2016-10-08,Saturday,19,161680.0,339,nan
93,2016-10-09,Sunday,20,98440.0,339,nan
94,2016-10-10,Monday,17,63885.0,339,Indig. Peoples' Day
95,2016-10-11,Tuesday,23,26550.0,339,nan
96,2016-10-12,Wednesday,20,28220.0,339,nan
97,2016-10-13,Thursday,21,23670.0,339,nan
98,2016-10-14,Friday,23,66880.0,276,nan
99,2016-10-15,Saturday,23,122125.0,276,nan
100,2016-10-16,Sunday,22,81265.0,276,nan
101,2016-10-17,Monday,26,17325.0,276,nan
102,2016-10-18,Tuesday,27,17040.0,276,nan
103,2016-10-19,Wednesday,24,16990.0,276,nan
104,2016-10-20,Thursday,21,29550.0,276,nan
105,2016-10-21,Friday,24,80770.0,275,nan
106,2016-10-22,Saturday,22,136680.0,275,nan
107,2016-10-23,Sunday,23,80355.0,275,nan
108,2016-10-24,Monday,24,20605.0,275,nan
109,2016-10-25,Tuesday,28,18225.0,275,nan
110,2016-10-26,Wednesday,29,14720.0,275,nan
111,2016-10-27,Thursday,25,17550.0,275,nan
112,2016-10-28,Friday,25,53010.0,245,nan
113,2016-10-29,Saturday,24,102625.0,245,nan
114,2016-10-30,Sunday,24,67480.0,245,nan
115,2016-10-31,Monday,24,18270.0,245,Halloween
116,2016-11-01,Tuesday,28,14700.0,245,nan
117,2016-11-02,Wednesday,24,13805.0,245,nan
118,2016-11-03,Thursday,24,14845.0,245,nan
119,2016-11-04,Friday,22,65110.0,237,nan
120,2016-11-05,Saturday,21,136225.0,237,nan
121,2016-11-06,Sunday,21,77670.0,237,nan
122,2016-11-07,Monday,23,18130.0,237,nan
