,days,dow,rank,daily,theaters,special events
0,2016-12-16,Friday,1,71094394.0,4157,nan
1,2016-12-17,Saturday,1,46308115.0,4157,nan
2,2016-12-18,Sunday,1,37679172.0,4157,nan
3,2016-12-19,Monday,1,17596150.0,4157,nan
4,2016-12-20,Tuesday,1,17582978.0,4157,nan
5,2016-12-21,Wednesday,1,14965790.0,4157,nan
6,2016-12-22,Thursday,1,16773075.0,4157,nan
7,2016-12-23,Friday,1,22860256.0,4157,nan
8,2016-12-24,Saturday,1,15308508.0,4157,nan
9,2016-12-25,Sunday,1,25865004.0,4157,Christmas Day
10,2016-12-26,Monday,1,32085637.0,4157,nan
11,2016-12-27,Tuesday,1,22515612.0,4157,nan
12,2016-12-28,Wednesday,1,18021482.0,4157,nan
13,2016-12-29,Thursday,1,16722532.0,4157,nan
14,2016-12-30,Friday,1,18224317.0,4157,nan
15,2016-12-31,Saturday,1,14632828.0,4157,New Year's Eve
16,2017-01-01,Sunday,1,16751857.0,4157,New Year's Day
17,2017-01-02,Monday,1,15913674.0,4157,nan
18,2017-01-03,Tuesday,1,6268921.0,4157,nan
19,2017-01-04,Wednesday,1,4237535.0,4157,nan
20,2017-01-05,Thursday,1,3893517.0,4157,nan
21,2017-01-06,Friday,2,6084974.0,4157,nan
22,2017-01-07,Saturday,1,9558458.0,4157,nan
23,2017-01-08,Sunday,1,6420138.0,4157,nan
24,2017-01-09,Monday,2,1759491.0,4157,nan
25,2017-01-10,Tuesday,2,2532047.0,4157,nan
26,2017-01-11,Wednesday,3,1736301.0,4157,nan
27,2017-01-12,Thursday,3,1698971.0,4157,nan
28,2017-01-13,Friday,5,3260705.0,3162,nan
29,2017-01-14,Saturday,4,5757579.0,3162,nan
30,2017-01-15,Sunday,4,4449905.0,3162,nan
31,2017-01-16,Monday,3,3338523.0,3162,MLK Day
32,2017-01-17,Tuesday,3,1315572.0,3162,nan
33,2017-01-18,Wednesday,3,1007131.0,3162,nan
34,2017-01-19,Thursday,3,944414.0,3162,nan
35,2017-01-20,Friday,6,1755180.0,2603,nan
36,2017-01-21,Saturday,6,3558816.0,2603,nan
37,2017-01-22,Sunday,7,1896474.0,2603,nan
38,2017-01-23,Monday,5,612079.0,2603,nan
39,2017-01-24,Tuesday,5,763713.0,2603,nan
40,2017-01-25,Wednesday,5,587074.0,2603,nan
41,2017-01-26,Thursday,5,586674.0,2603,nan
42,2017-01-27,Friday,8,1255174.0,2049,nan
43,2017-01-28,Saturday,8,2440324.0,2049,nan
44,2017-01-29,Sunday,8,1579015.0,2049,nan
45,2017-01-30,Monday,7,368419.0,2049,nan
46,2017-01-31,Tuesday,8,449338.0,2049,nan
47,2017-02-01,Wednesday,7,342079.0,2049,nan
48,2017-02-02,Thursday,7,349590.0,2049,nan
49,2017-02-03,Friday,11,781497.0,1613,nan
50,2017-02-04,Saturday,11,1593071.0,1613,nan
51,2017-02-05,Sunday,11,548311.0,1613,nan
52,2017-02-06,Monday,9,258265.0,1613,nan
53,2017-02-07,Tuesday,10,305035.0,1613,nan
54,2017-02-08,Wednesday,9,249072.0,1613,nan
55,2017-02-09,Thursday,9,222205.0,1613,nan
56,2017-02-10,Friday,12,355803.0,929,nan
57,2017-02-11,Saturday,12,719646.0,929,nan
58,2017-02-12,Sunday,12,420539.0,929,nan
59,2017-02-13,Monday,11,150569.0,929,nan
60,2017-02-14,Tuesday,13,260751.0,929,nan
61,2017-02-15,Wednesday,12,128105.0,929,nan
62,2017-02-16,Thursday,10,109087.0,929,nan
63,2017-02-17,Friday,16,177317.0,435,nan
64,2017-02-18,Saturday,17,336597.0,435,nan
65,2017-02-19,Sunday,17,277394.0,435,nan
66,2017-02-20,Monday,15,204706.0,435,Presidents' Day
67,2017-02-21,Tuesday,19,81850.0,435,nan
68,2017-02-22,Wednesday,18,66159.0,435,nan
69,2017-02-23,Thursday,18,65053.0,435,nan
70,2017-02-24,Friday,23,98653.0,284,nan
71,2017-02-25,Saturday,22,199385.0,284,nan
72,2017-02-26,Sunday,20,125349.0,284,nan
73,2017-02-27,Monday,22,40005.0,284,nan
74,2017-02-28,Tuesday,23,46876.0,284,nan
75,2017-03-01,Wednesday,22,38557.0,284,nan
76,2017-03-02,Thursday,21,35423.0,284,nan
77,2017-03-03,Friday,24,55412.0,165,nan
78,2017-03-04,Saturday,24,105500.0,165,nan
79,2017-03-05,Sunday,24,63029.0,165,nan
80,2017-03-06,Monday,26,18874.0,165,nan
81,2017-03-07,Tuesday,25,25526.0,165,nan
82,2017-03-08,Wednesday,27,17436.0,165,nan
83,2017-03-09,Thursday,28,17831.0,165,nan
84,2017-03-10,Friday,24,48687.0,166,nan
85,2017-03-11,Saturday,23,100303.0,166,nan
86,2017-03-12,Sunday,23,60657.0,166,nan
87,2017-03-13,Monday,24,22767.0,166,nan
88,2017-03-14,Tuesday,24,29055.0,166,nan
89,2017-03-15,Wednesday,24,24399.0,166,nan
90,2017-03-16,Thursday,23,51264.0,166,nan
91,2017-03-17,Friday,12,174366.0,179,nan
92,2017-03-18,Saturday,14,242602.0,179,nan
93,2017-03-19,Sunday,21,85937.0,179,nan
94,2017-03-20,Monday,20,28252.0,179,nan
95,2017-03-21,Tuesday,23,33696.0,179,nan
96,2017-03-22,Wednesday,23,29397.0,179,nan
97,2017-03-23,Thursday,20,27717.0,179,nan
98,2017-03-24,Friday,14,134780.0,267,nan
99,2017-03-25,Saturday,15,212150.0,267,nan
100,2017-03-26,Sunday,17,100062.0,267,nan
101,2017-03-27,Monday,16,36605.0,267,nan
102,2017-03-28,Tuesday,17,42553.0,267,nan
103,2017-03-29,Wednesday,16,37230.0,267,nan
104,2017-03-30,Thursday,14,41617.0,267,nan
105,2017-03-31,Friday,16,77238.0,224,nan
106,2017-04-01,Saturday,16,113232.0,224,nan
107,2017-04-02,Sunday,17,58604.0,224,nan
108,2017-04-03,Monday,18,19905.0,224,nan
109,2017-04-04,Tuesday,19,21807.0,224,nan
110,2017-04-05,Wednesday,20,18970.0,224,nan
111,2017-04-06,Thursday,17,22623.0,224,nan
112,2017-04-07,Friday,22,45815.0,177,nan
113,2017-04-08,Saturday,21,75265.0,177,nan
114,2017-04-09,Sunday,26,32182.0,177,nan
115,2017-04-10,Monday,27,9288.0,177,nan
116,2017-04-11,Tuesday,27,10739.0,177,nan
117,2017-04-12,Wednesday,27,10410.0,177,nan
118,2017-04-13,Thursday,25,14373.0,177,nan
119,2017-04-14,Friday,30,28679.0,121,nan
120,2017-04-15,Saturday,33,23976.0,121,nan
121,2017-04-16,Sunday,32,14209.0,121,Easter Sunday
122,2017-04-17,Monday,33,6212.0,121,nan
123,2017-04-18,Tuesday,33,5291.0,121,nan
124,2017-04-19,Wednesday,34,4997.0,121,nan
125,2017-04-20,Thursday,31,5598.0,121,nan
126,2017-04-21,Friday,35,10510.0,71,nan
127,2017-04-22,Saturday,35,20107.0,71,nan
128,2017-04-23,Sunday,36,9509.0,71,nan
129,2017-04-24,Monday,38,2239.0,71,nan
130,2017-04-25,Tuesday,39,2572.0,71,nan
131,2017-04-26,Wednesday,35,2734.0,71,nan
132,2017-04-27,Thursday,35,3324.0,71,nan
133,2017-04-28,Friday,37,9696.0,43,nan
134,2017-04-29,Saturday,40,14327.0,43,nan
135,2017-04-30,Sunday,40,4769.0,43,nan
136,2017-05-01,Monday,45,1042.0,43,nan
137,2017-05-02,Tuesday,43,1408.0,43,nan
138,2017-05-03,Wednesday,43,1066.0,43,nan
139,2017-05-04,Thursday,39,2112.0,43,nan
