,days,dow,rank,daily,theaters,special events
0,2018-07-27,Friday,1,22803458.0,4386,nan
1,2018-07-28,Saturday,1,21421918.0,4386,nan
2,2018-07-29,Sunday,1,17011158.0,4386,nan
3,2018-07-30,Monday,1,6838935.0,4386,nan
4,2018-07-31,Tuesday,1,9451166.0,4386,nan
5,2018-08-01,Wednesday,1,6328934.0,4386,nan
6,2018-08-02,Thursday,1,5631802.0,4386,nan
7,2018-08-03,Friday,1,9851648.0,4395,nan
8,2018-08-04,Saturday,1,14731942.0,4395,nan
9,2018-08-05,Sunday,1,10740225.0,4395,nan
10,2018-08-06,Monday,1,4460884.0,4395,nan
11,2018-08-07,Tuesday,1,5665373.0,4395,nan
12,2018-08-08,Wednesday,1,3681670.0,4395,nan
13,2018-08-09,Thursday,1,3348171.0,4395,nan
14,2018-08-10,Friday,2,5320219.0,3888,nan
15,2018-08-11,Saturday,2,8401242.0,3888,nan
16,2018-08-12,Sunday,2,5630629.0,3888,nan
17,2018-08-13,Monday,2,2110799.0,3888,nan
18,2018-08-14,Tuesday,2,3285530.0,3888,nan
19,2018-08-15,Wednesday,3,1835262.0,3888,nan
20,2018-08-16,Thursday,3,1687756.0,3888,nan
21,2018-08-17,Friday,5,3008971.0,3482,nan
22,2018-08-18,Saturday,4,4602087.0,3482,nan
23,2018-08-19,Sunday,4,3162289.0,3482,nan
24,2018-08-20,Monday,4,1068304.0,3482,nan
25,2018-08-21,Tuesday,4,1715951.0,3482,nan
26,2018-08-22,Wednesday,3,1137791.0,3482,nan
27,2018-08-23,Thursday,4,966546.0,3482,nan
28,2018-08-24,Friday,4,2263164.0,3052,nan
29,2018-08-25,Saturday,4,3366295.0,3052,nan
30,2018-08-26,Sunday,3,2457926.0,3052,nan
31,2018-08-27,Monday,4,725066.0,3052,nan
32,2018-08-28,Tuesday,3,1166570.0,3052,nan
33,2018-08-29,Wednesday,4,760293.0,3052,nan
34,2018-08-30,Thursday,4,706555.0,3052,nan
35,2018-08-31,Friday,5,1561807.0,2639,nan
36,2018-09-01,Saturday,3,2718970.0,2639,nan
37,2018-09-02,Sunday,3,2751722.0,2639,nan
38,2018-09-03,Monday,3,2282672.0,2639,Labor Day
39,2018-09-04,Tuesday,4,735697.0,2639,nan
40,2018-09-05,Wednesday,5,441874.0,2639,nan
41,2018-09-06,Thursday,2,477496.0,2639,nan
42,2018-09-07,Friday,6,980481.0,2334,nan
43,2018-09-08,Saturday,6,1852560.0,2334,nan
44,2018-09-09,Sunday,6,1052757.0,2334,nan
45,2018-09-10,Monday,6,430172.0,2334,nan
46,2018-09-11,Tuesday,5,550467.0,2334,nan
47,2018-09-12,Wednesday,6,357898.0,2334,nan
48,2018-09-13,Thursday,7,279235.0,2334,nan
49,2018-09-14,Friday,10,611344.0,1761,nan
50,2018-09-15,Saturday,9,1101629.0,1761,nan
51,2018-09-16,Sunday,10,572252.0,1761,nan
52,2018-09-17,Monday,11,183189.0,1761,nan
53,2018-09-18,Tuesday,10,292851.0,1761,nan
54,2018-09-19,Wednesday,10,219538.0,1761,nan
55,2018-09-20,Thursday,10,173527.0,1761,nan
56,2018-09-21,Friday,14,324800.0,871,nan
57,2018-09-22,Saturday,12,558957.0,871,nan
58,2018-09-23,Sunday,14,279056.0,871,nan
59,2018-09-24,Monday,14,100686.0,871,nan
60,2018-09-25,Tuesday,15,150231.0,871,nan
61,2018-09-26,Wednesday,15,99701.0,871,nan
62,2018-09-27,Thursday,15,80835.0,871,nan
63,2018-09-28,Friday,16,170876.0,538,nan
64,2018-09-29,Saturday,16,294891.0,538,nan
65,2018-09-30,Sunday,16,159186.0,538,nan
66,2018-10-01,Monday,18,52564.0,538,nan
67,2018-10-02,Tuesday,18,86735.0,538,nan
68,2018-10-03,Wednesday,17,55446.0,538,nan
69,2018-10-04,Thursday,18,43798.0,538,nan
70,2018-10-05,Friday,20,87037.0,361,nan
71,2018-10-06,Saturday,21,134021.0,361,nan
72,2018-10-07,Sunday,20,100518.0,361,nan
73,2018-10-08,Monday,19,69271.0,361,Indig. Peoples' Day
74,2018-10-09,Tuesday,19,43575.0,361,nan
75,2018-10-10,Wednesday,20,32328.0,361,nan
76,2018-10-11,Thursday,18,31151.0,361,nan
77,2018-10-12,Friday,26,45302.0,221,nan
78,2018-10-13,Saturday,25,71758.0,221,nan
79,2018-10-14,Sunday,26,40466.0,221,nan
80,2018-10-15,Monday,25,15668.0,221,nan
81,2018-10-16,Tuesday,23,20664.0,221,nan
82,2018-10-17,Wednesday,23,17047.0,221,nan
83,2018-10-18,Thursday,21,17869.0,221,nan
