,days,dow,rank,daily,theaters,special events
0,2017-05-05,Friday,1,56078520.0,4347,nan
1,2017-05-06,Saturday,1,51304539.0,4347,nan
2,2017-05-07,Sunday,1,39127045.0,4347,nan
3,2017-05-08,Monday,1,9862655.0,4347,nan
4,2017-05-09,Tuesday,1,12097479.0,4347,nan
5,2017-05-10,Wednesday,1,7527728.0,4347,nan
6,2017-05-11,Thursday,1,7159453.0,4347,nan
7,2017-05-12,Friday,1,16490524.0,4347,nan
8,2017-05-13,Saturday,1,27879884.0,4347,nan
9,2017-05-14,Sunday,1,20893084.0,4347,nan
10,2017-05-15,Monday,1,4701588.0,4347,nan
11,2017-05-16,Tuesday,1,5946795.0,4347,nan
12,2017-05-17,Wednesday,1,3971856.0,4347,nan
13,2017-05-18,Thursday,1,3696324.0,4347,nan
14,2017-05-19,Friday,2,8717079.0,4347,nan
15,2017-05-20,Saturday,1,14951137.0,4347,nan
16,2017-05-21,Sunday,1,10985538.0,4347,nan
17,2017-05-22,Monday,1,3597323.0,4347,nan
18,2017-05-23,Tuesday,1,3388947.0,4347,nan
19,2017-05-24,Wednesday,1,2534650.0,4347,nan
20,2017-05-25,Thursday,2,2403779.0,4347,nan
21,2017-05-26,Friday,3,5375096.0,3871,nan
22,2017-05-27,Saturday,2,7883339.0,3871,nan
23,2017-05-28,Sunday,2,7648686.0,3871,nan
24,2017-05-29,Monday,2,6282030.0,3871,Memorial Day
25,2017-05-30,Tuesday,3,2217839.0,3871,nan
26,2017-05-31,Wednesday,3,1611729.0,3871,nan
27,2017-06-01,Thursday,2,1406686.0,3871,nan
28,2017-06-02,Friday,4,2689262.0,3507,nan
29,2017-06-03,Saturday,4,4170243.0,3507,nan
30,2017-06-04,Sunday,4,2979865.0,3507,nan
31,2017-06-05,Monday,5,1099210.0,3507,nan
32,2017-06-06,Tuesday,5,1436102.0,3507,nan
33,2017-06-07,Wednesday,4,997631.0,3507,nan
34,2017-06-08,Thursday,4,1005527.0,3507,nan
35,2017-06-09,Friday,6,1694755.0,2911,nan
36,2017-06-10,Saturday,5,2707697.0,2911,nan
37,2017-06-11,Sunday,5,1909915.0,2911,nan
38,2017-06-12,Monday,5,761618.0,2911,nan
39,2017-06-13,Tuesday,5,1075963.0,2911,nan
40,2017-06-14,Wednesday,5,826311.0,2911,nan
41,2017-06-15,Thursday,5,775584.0,2911,nan
42,2017-06-16,Friday,9,1223071.0,1813,nan
43,2017-06-17,Saturday,9,1838088.0,1813,nan
44,2017-06-18,Sunday,8,2010573.0,1813,nan
45,2017-06-19,Monday,9,609510.0,1813,nan
46,2017-06-20,Tuesday,9,684870.0,1813,nan
47,2017-06-21,Wednesday,10,467418.0,1540,nan
48,2017-06-22,Thursday,10,508782.0,1540,nan
49,2017-06-23,Friday,10,889592.0,1468,nan
50,2017-06-24,Saturday,10,1256695.0,1468,nan
51,2017-06-25,Sunday,10,876755.0,1468,nan
52,2017-06-26,Monday,10,408199.0,1468,nan
