,days,dow,rank,daily,theaters,special events
0,2015-04-03,Friday,1,67407340.0,4004,nan
1,2015-04-04,Saturday,1,46626580.0,4004,nan
2,2015-04-05,Sunday,1,33153120.0,4004,Easter Sunday
3,2015-04-06,Monday,1,14015350.0,4004,nan
4,2015-04-07,Tuesday,1,13311640.0,4004,nan
5,2015-04-08,Wednesday,1,9187550.0,4004,nan
6,2015-04-09,Thursday,1,8228890.0,4004,nan
7,2015-04-10,Friday,1,18863180.0,4022,nan
8,2015-04-11,Saturday,1,25459260.0,4022,nan
9,2015-04-12,Sunday,1,15263490.0,4022,nan
10,2015-04-13,Monday,1,3639980.0,4022,nan
11,2015-04-14,Tuesday,1,4363870.0,4022,nan
12,2015-04-15,Wednesday,1,2917550.0,4022,nan
13,2015-04-16,Thursday,1,2916280.0,4022,nan
14,2015-04-17,Friday,1,8324400.0,3964,nan
15,2015-04-18,Saturday,1,12922640.0,3964,nan
16,2015-04-19,Sunday,1,7909555.0,3964,nan
17,2015-04-20,Monday,1,2021640.0,3964,nan
18,2015-04-21,Tuesday,1,2297250.0,3964,nan
19,2015-04-22,Wednesday,1,1704520.0,3964,nan
20,2015-04-23,Thursday,1,1726050.0,3964,nan
21,2015-04-24,Friday,2,4874240.0,3808,nan
22,2015-04-25,Saturday,1,8415680.0,3808,nan
23,2015-04-26,Sunday,1,4531520.0,3808,nan
24,2015-04-27,Monday,1,1160150.0,3808,nan
25,2015-04-28,Tuesday,1,1427695.0,3808,nan
26,2015-04-29,Wednesday,1,991885.0,3808,nan
27,2015-04-30,Thursday,2,763050.0,3808,nan
28,2015-05-01,Friday,3,2179810.0,3305,nan
29,2015-05-02,Saturday,2,2596010.0,3305,Mayweather/Pacquiao Fight
30,2015-05-03,Sunday,2,1868320.0,3305,nan
31,2015-05-04,Monday,3,494150.0,3305,nan
32,2015-05-05,Tuesday,3,610335.0,3305,nan
33,2015-05-06,Wednesday,3,480115.0,3305,nan
34,2015-05-07,Thursday,3,494840.0,3305,nan
35,2015-05-08,Friday,4,1441920.0,3004,nan
36,2015-05-09,Saturday,3,2358140.0,3004,nan
37,2015-05-10,Sunday,5,1607140.0,3004,nan
38,2015-05-11,Monday,5,407010.0,3004,nan
39,2015-05-12,Tuesday,5,479150.0,3004,nan
40,2015-05-13,Wednesday,5,375320.0,3004,nan
41,2015-05-14,Thursday,5,316880.0,3004,nan
42,2015-05-15,Friday,5,996515.0,2238,nan
43,2015-05-16,Saturday,6,1656120.0,2238,nan
44,2015-05-17,Sunday,6,996345.0,2238,nan
45,2015-05-18,Monday,6,312230.0,2238,nan
46,2015-05-19,Tuesday,6,291750.0,2238,nan
47,2015-05-20,Wednesday,6,246450.0,2238,nan
48,2015-05-21,Thursday,6,256280.0,2238,nan
49,2015-05-22,Friday,8,569555.0,1653,nan
50,2015-05-23,Saturday,8,876050.0,1653,nan
51,2015-05-24,Sunday,7,826480.0,1653,nan
52,2015-05-25,Monday,10,562050.0,1653,Memorial Day
53,2015-05-26,Tuesday,9,207405.0,1653,nan
54,2015-05-27,Wednesday,8,172745.0,1653,nan
55,2015-05-28,Thursday,9,140480.0,1653,nan
56,2015-05-29,Friday,10,288450.0,963,nan
57,2015-05-30,Saturday,11,447795.0,963,nan
58,2015-05-31,Sunday,11,269165.0,963,nan
59,2015-06-01,Monday,11,96780.0,963,nan
60,2015-06-02,Tuesday,11,101460.0,963,nan
61,2015-06-03,Wednesday,12,79185.0,963,nan
62,2015-06-04,Thursday,13,71010.0,963,nan
63,2015-06-05,Friday,16,127355.0,471,nan
64,2015-06-06,Saturday,15,198045.0,471,nan
65,2015-06-07,Sunday,15,110915.0,471,nan
66,2015-06-08,Monday,17,47110.0,471,nan
67,2015-06-09,Tuesday,17,51810.0,471,nan
68,2015-06-10,Wednesday,17,49455.0,471,nan
69,2015-06-11,Thursday,17,40035.0,471,nan
70,2015-06-12,Friday,15,196350.0,357,nan
71,2015-06-13,Saturday,14,285600.0,357,nan
72,2015-06-14,Sunday,15,123165.0,357,nan
73,2015-06-15,Monday,16,44625.0,357,nan
74,2015-06-16,Tuesday,16,49980.0,357,nan
75,2015-06-17,Wednesday,16,58905.0,357,nan
76,2015-06-18,Thursday,16,51765.0,357,nan
