,days,dow,rank,daily,theaters,special events
0,2018-06-15,Friday,1,71260321.0,4410,World Cup (Russia)
1,2018-06-16,Saturday,1,58894582.0,4410,World Cup (Russia)
2,2018-06-17,Sunday,1,52533002.0,4410,World Cup (Russia)
3,2018-06-18,Monday,1,23627708.0,4410,World Cup (Russia)
4,2018-06-19,Tuesday,1,27059923.0,4410,World Cup (Russia)
5,2018-06-20,Wednesday,1,19737194.0,4410,World Cup (Russia)
6,2018-06-21,Thursday,1,16333960.0,4410,World Cup (Russia)
7,2018-06-22,Friday,2,24139486.0,4410,World Cup (Russia)
8,2018-06-23,Saturday,2,31420979.0,4410,World Cup (Russia)
9,2018-06-24,Sunday,2,24787186.0,4410,World Cup (Russia)
10,2018-06-25,Monday,2,10417081.0,4410,World Cup (Russia)
11,2018-06-26,Tuesday,2,13719714.0,4410,World Cup (Russia)
12,2018-06-27,Wednesday,2,10231988.0,4410,World Cup (Russia)
13,2018-06-28,Thursday,2,10020390.0,4410,World Cup (Russia)
14,2018-06-29,Friday,2,13583295.0,4410,World Cup (Russia)
15,2018-06-30,Saturday,2,17751703.0,4410,World Cup (Russia)
16,2018-07-01,Sunday,2,15082763.0,4410,World Cup (Russia)
17,2018-07-02,Monday,2,7664705.0,4410,World Cup (Russia)
18,2018-07-03,Tuesday,2,10278385.0,4410,World Cup (Russia)
19,2018-07-04,Wednesday,2,9646015.0,4410,Independence Day-World Cup (Russia)
20,2018-07-05,Thursday,1,7171034.0,4410,World Cup (Russia)
21,2018-07-06,Friday,2,9734358.0,4113,World Cup (Russia)
22,2018-07-07,Saturday,3,10632769.0,4113,World Cup (Russia)
23,2018-07-08,Sunday,3,8039296.0,4113,World Cup (Russia)
24,2018-07-09,Monday,2,3543643.0,4113,World Cup (Russia)
25,2018-07-10,Tuesday,2,5308927.0,4113,World Cup (Russia)
26,2018-07-11,Wednesday,2,3616401.0,4113,World Cup (Russia)
27,2018-07-12,Thursday,2,3361684.0,4113,World Cup (Russia)
28,2018-07-13,Friday,4,4688187.0,3705,World Cup (Russia)
29,2018-07-14,Saturday,5,6588238.0,3705,World Cup (Russia)
30,2018-07-15,Sunday,4,4986473.0,3705,World Cup (Russia)
31,2018-07-16,Monday,4,2246457.0,3705,nan
32,2018-07-17,Tuesday,4,3409624.0,3705,nan
33,2018-07-18,Wednesday,4,2204302.0,3705,nan
34,2018-07-19,Thursday,3,2093667.0,3705,nan
35,2018-07-20,Friday,5,3213371.0,3164,nan
36,2018-07-21,Saturday,5,4726762.0,3164,nan
37,2018-07-22,Sunday,5,3954930.0,3164,nan
38,2018-07-23,Monday,5,1819687.0,3164,nan
39,2018-07-24,Tuesday,5,2507228.0,3164,nan
40,2018-07-25,Wednesday,5,1950083.0,3164,nan
41,2018-07-26,Thursday,5,1636147.0,3164,nan
42,2018-07-27,Friday,7,2151107.0,2616,nan
43,2018-07-28,Saturday,7,2904346.0,2616,nan
44,2018-07-29,Sunday,7,2201660.0,2616,nan
45,2018-07-30,Monday,7,1147888.0,2616,nan
46,2018-07-31,Tuesday,7,1667541.0,2616,nan
47,2018-08-01,Wednesday,6,1325380.0,2616,nan
48,2018-08-02,Thursday,6,1110720.0,2616,nan
49,2018-08-03,Friday,9,1458744.0,1802,nan
50,2018-08-04,Saturday,8,2061807.0,1802,nan
51,2018-08-05,Sunday,9,1459681.0,1802,nan
52,2018-08-06,Monday,8,796475.0,1802,nan
53,2018-08-07,Tuesday,10,1034139.0,1802,nan
54,2018-08-08,Wednesday,8,766601.0,1802,nan
55,2018-08-09,Thursday,8,632863.0,1802,nan
56,2018-08-10,Friday,11,886543.0,1545,nan
57,2018-08-11,Saturday,11,1481855.0,1545,nan
58,2018-08-12,Sunday,11,1060990.0,1545,nan
59,2018-08-13,Monday,12,518545.0,1545,nan
60,2018-08-14,Tuesday,11,669773.0,1545,nan
61,2018-08-15,Wednesday,12,445985.0,1545,nan
62,2018-08-16,Thursday,13,392557.0,1545,nan
63,2018-08-17,Friday,14,602034.0,1238,nan
64,2018-08-18,Saturday,14,970519.0,1238,nan
65,2018-08-19,Sunday,14,729467.0,1238,nan
66,2018-08-20,Monday,13,297151.0,1238,nan
67,2018-08-21,Tuesday,12,454521.0,1238,nan
68,2018-08-22,Wednesday,12,330007.0,1238,nan
69,2018-08-23,Thursday,14,230419.0,1238,nan
70,2018-08-24,Friday,15,405305.0,1060,nan
71,2018-08-25,Saturday,15,732459.0,1060,nan
72,2018-08-26,Sunday,14,504742.0,1060,nan
73,2018-08-27,Monday,14,192199.0,1060,nan
74,2018-08-28,Tuesday,14,252851.0,1060,nan
75,2018-08-29,Wednesday,14,190146.0,1060,nan
76,2018-08-30,Thursday,13,170245.0,1060,nan
77,2018-08-31,Friday,12,697461.0,2890,nan
78,2018-09-01,Saturday,11,1312056.0,2890,nan
79,2018-09-02,Sunday,11,1362871.0,2890,nan
80,2018-09-03,Monday,9,1346080.0,2890,Labor Day
81,2018-09-04,Tuesday,12,261591.0,2890,nan
82,2018-09-05,Wednesday,12,154889.0,2890,nan
83,2018-09-06,Thursday,13,117644.0,2890,nan
84,2018-09-07,Friday,15,223109.0,1446,nan
85,2018-09-08,Saturday,11,670582.0,1446,nan
86,2018-09-09,Sunday,11,458503.0,1446,nan
87,2018-09-10,Monday,12,138863.0,1446,nan
88,2018-09-11,Tuesday,14,118223.0,1446,nan
89,2018-09-12,Wednesday,17,75023.0,1446,nan
90,2018-09-13,Thursday,15,71217.0,1446,nan
91,2018-09-14,Friday,15,152436.0,710,nan
92,2018-09-15,Saturday,18,365739.0,710,nan
93,2018-09-16,Sunday,16,228534.0,710,nan
94,2018-09-17,Monday,16,47621.0,710,nan
95,2018-09-18,Tuesday,18,58953.0,710,nan
96,2018-09-19,Wednesday,16,66015.0,710,nan
97,2018-09-20,Thursday,19,36035.0,710,nan
98,2018-09-21,Friday,17,116341.0,500,nan
99,2018-09-22,Saturday,18,254767.0,500,nan
100,2018-09-23,Sunday,18,162462.0,500,nan
101,2018-09-24,Monday,18,37224.0,500,nan
102,2018-09-25,Tuesday,21,40689.0,500,nan
103,2018-09-26,Wednesday,22,32014.0,500,nan
104,2018-09-27,Thursday,21,23727.0,500,nan
105,2018-09-28,Friday,28,61342.0,338,nan
106,2018-09-29,Saturday,24,126619.0,338,nan
107,2018-09-30,Sunday,23,84074.0,338,nan
108,2018-10-01,Monday,27,19360.0,338,nan
109,2018-10-02,Tuesday,28,23382.0,338,nan
110,2018-10-03,Wednesday,27,20042.0,338,nan
111,2018-10-04,Thursday,27,18686.0,338,nan
112,2018-10-05,Friday,22,68009.0,244,nan
113,2018-10-06,Saturday,22,122171.0,244,nan
114,2018-10-07,Sunday,21,90125.0,244,nan
115,2018-10-08,Monday,20,55093.0,244,Indig. Peoples' Day
116,2018-10-09,Tuesday,23,29560.0,244,nan
117,2018-10-10,Wednesday,25,24354.0,244,nan
118,2018-10-11,Thursday,20,28194.0,244,nan
119,2018-10-12,Friday,20,56045.0,194,nan
120,2018-10-13,Saturday,20,97741.0,194,nan
121,2018-10-14,Sunday,21,58116.0,194,nan
122,2018-10-15,Monday,24,16169.0,194,nan
123,2018-10-16,Tuesday,27,15272.0,194,nan
124,2018-10-17,Wednesday,26,13786.0,194,nan
125,2018-10-18,Thursday,20,19847.0,194,nan
126,2018-10-19,Friday,22,45975.0,176,nan
127,2018-10-20,Saturday,23,80954.0,176,nan
128,2018-10-21,Sunday,23,46916.0,176,nan
129,2018-10-22,Monday,25,11431.0,176,nan
130,2018-10-23,Tuesday,26,12134.0,176,nan
131,2018-10-24,Wednesday,27,11059.0,176,nan
132,2018-10-25,Thursday,26,12446.0,176,nan
133,2018-10-26,Friday,28,34196.0,160,nan
134,2018-10-27,Saturday,28,62470.0,160,nan
135,2018-10-28,Sunday,28,41900.0,160,nan
136,2018-10-29,Monday,36,8743.0,160,nan
137,2018-10-30,Tuesday,34,9327.0,160,nan
138,2018-10-31,Wednesday,32,12122.0,160,Halloween
139,2018-11-01,Thursday,29,11326.0,160,nan
140,2018-11-02,Friday,28,38039.0,150,nan
141,2018-11-03,Saturday,25,81239.0,150,nan
142,2018-11-04,Sunday,26,49671.0,150,nan
143,2018-11-05,Monday,31,9807.0,150,nan
144,2018-11-06,Tuesday,27,14775.0,150,nan
145,2018-11-07,Wednesday,30,9027.0,150,nan
146,2018-11-08,Thursday,30,10333.0,150,nan
147,2018-11-09,Friday,30,27979.0,140,nan
148,2018-11-10,Saturday,31,55849.0,140,nan
149,2018-11-11,Sunday,31,38991.0,140,nan
150,2018-11-12,Monday,29,24454.0,140,nan
151,2018-11-13,Tuesday,36,6908.0,140,nan
152,2018-11-14,Wednesday,36,6276.0,140,nan
153,2018-11-15,Thursday,34,6279.0,140,nan
154,2018-11-16,Friday,35,16674.0,130,nan
155,2018-11-17,Saturday,31,39087.0,130,nan
156,2018-11-18,Sunday,33,25044.0,130,nan
157,2018-11-19,Monday,31,12154.0,130,nan
158,2018-11-20,Tuesday,32,16053.0,130,nan
159,2018-11-21,Wednesday,32,14454.0,106,nan
160,2018-11-22,Thursday,36,7658.0,106,Thanksgiving
161,2018-11-23,Friday,33,22254.0,106,nan
162,2018-11-24,Saturday,35,23087.0,106,nan
163,2018-11-25,Sunday,37,12068.0,106,nan
164,2018-11-26,Monday,40,2723.0,106,nan
165,2018-11-27,Tuesday,40,2578.0,106,nan
166,2018-11-28,Wednesday,41,2417.0,106,nan
167,2018-11-29,Thursday,48,1192.0,106,nan
168,2018-11-30,Friday,41,6091.0,93,nan
169,2018-12-01,Saturday,41,13956.0,93,nan
170,2018-12-02,Sunday,42,9295.0,93,nan
171,2018-12-03,Monday,42,2460.0,93,nan
172,2018-12-04,Tuesday,42,2371.0,93,nan
173,2018-12-05,Wednesday,43,2172.0,93,nan
174,2018-12-06,Thursday,43,2061.0,93,nan
175,2018-12-07,Friday,44,5681.0,66,nan
176,2018-12-08,Saturday,47,7526.0,66,nan
177,2018-12-09,Sunday,47,5391.0,66,nan
178,2018-12-10,Monday,44,2510.0,66,nan
179,2018-12-11,Tuesday,48,1656.0,66,nan
180,2018-12-12,Wednesday,51,1280.0,66,nan
181,2018-12-13,Thursday,50,1656.0,66,nan
