,days,dow,rank,daily,theaters,special events
0,2017-11-03,Friday,1,46470936.0,4080,nan
1,2017-11-04,Saturday,1,44203752.0,4080,nan
2,2017-11-05,Sunday,1,32070301.0,4080,nan
3,2017-11-06,Monday,1,8247661.0,4080,nan
4,2017-11-07,Tuesday,1,10824443.0,4080,nan
5,2017-11-08,Wednesday,1,6148407.0,4080,nan
6,2017-11-09,Thursday,1,7024207.0,4080,nan
7,2017-11-10,Friday,1,18361360.0,4080,nan
8,2017-11-11,Saturday,1,23744122.0,4080,nan
9,2017-11-12,Sunday,1,14972824.0,4080,nan
10,2017-11-13,Monday,1,3699478.0,4080,nan
11,2017-11-14,Tuesday,1,4489361.0,4080,nan
12,2017-11-15,Wednesday,1,2919452.0,4080,nan
13,2017-11-16,Thursday,1,2419866.0,4080,nan
14,2017-11-17,Friday,3,5735104.0,4080,nan
15,2017-11-18,Saturday,3,9559369.0,4080,nan
16,2017-11-19,Sunday,3,6375127.0,4080,nan
17,2017-11-20,Monday,3,2457686.0,4080,nan
18,2017-11-21,Tuesday,3,3489938.0,4080,nan
19,2017-11-22,Wednesday,4,4038922.0,3281,nan
20,2017-11-23,Thursday,4,3534961.0,3281,Thanksgiving
21,2017-11-24,Friday,4,6718044.0,3281,nan
22,2017-11-25,Saturday,4,6581173.0,3281,nan
23,2017-11-26,Sunday,4,3564077.0,3281,nan
24,2017-11-27,Monday,4,872200.0,3281,nan
25,2017-11-28,Tuesday,5,1156251.0,3281,nan
26,2017-11-29,Wednesday,4,919744.0,3281,nan
27,2017-11-30,Thursday,4,1148833.0,3281,nan
28,2017-12-01,Friday,4,2695400.0,3148,nan
29,2017-12-02,Saturday,4,4425036.0,3148,nan
30,2017-12-03,Sunday,4,2765500.0,3148,nan
31,2017-12-04,Monday,4,753838.0,3148,nan
32,2017-12-05,Tuesday,4,1023330.0,3148,nan
33,2017-12-06,Wednesday,4,734214.0,3148,nan
34,2017-12-07,Thursday,4,720147.0,3148,nan
35,2017-12-08,Friday,6,1677125.0,3047,nan
36,2017-12-09,Saturday,4,2843711.0,3047,nan
37,2017-12-10,Sunday,4,1750538.0,3047,nan
38,2017-12-11,Monday,5,516235.0,3047,nan
39,2017-12-12,Tuesday,4,740606.0,3047,nan
40,2017-12-13,Wednesday,5,556948.0,3047,nan
41,2017-12-14,Thursday,4,443893.0,3047,nan
42,2017-12-15,Friday,7,784873.0,1895,nan
43,2017-12-16,Saturday,7,1350766.0,1895,nan
44,2017-12-17,Sunday,7,997777.0,1895,nan
45,2017-12-18,Monday,8,440793.0,1895,nan
46,2017-12-19,Tuesday,7,598002.0,1895,nan
47,2017-12-20,Wednesday,10,383763.0,1895,nan
48,2017-12-21,Thursday,10,340664.0,1895,nan
49,2017-12-22,Friday,18,292159.0,701,nan
50,2017-12-23,Saturday,18,341142.0,701,nan
51,2017-12-24,Sunday,17,200577.0,701,nan
52,2017-12-25,Monday,18,329457.0,701,Christmas Day
53,2017-12-26,Tuesday,18,330578.0,701,nan
54,2017-12-27,Wednesday,20,289463.0,701,nan
55,2017-12-28,Thursday,18,296105.0,701,nan
56,2017-12-29,Friday,18,306552.0,540,nan
57,2017-12-30,Saturday,19,341736.0,540,nan
58,2017-12-31,Sunday,18,206623.0,540,New Year's Eve
59,2018-01-01,Monday,19,274976.0,540,New Year's Day
60,2018-01-02,Tuesday,17,182206.0,540,nan
61,2018-01-03,Wednesday,17,137563.0,540,nan
62,2018-01-04,Thursday,17,124891.0,540,nan
63,2018-01-05,Friday,21,155985.0,325,nan
64,2018-01-06,Saturday,21,226596.0,325,nan
65,2018-01-07,Sunday,21,132359.0,325,nan
66,2018-01-08,Monday,21,44384.0,325,nan
67,2018-01-09,Tuesday,21,53119.0,325,nan
68,2018-01-10,Wednesday,21,45469.0,325,nan
69,2018-01-11,Thursday,23,38622.0,325,nan
70,2018-01-12,Friday,23,88750.0,242,nan
71,2018-01-13,Saturday,23,160406.0,242,nan
72,2018-01-14,Sunday,24,121803.0,242,nan
73,2018-01-15,Monday,23,90023.0,242,MLK Day
74,2018-01-16,Tuesday,24,35544.0,242,nan
75,2018-01-17,Wednesday,24,31458.0,242,nan
76,2018-01-18,Thursday,24,29227.0,242,nan
77,2018-01-19,Friday,27,62799.0,184,nan
78,2018-01-20,Saturday,26,115885.0,184,nan
79,2018-01-21,Sunday,28,55832.0,184,nan
80,2018-01-22,Monday,27,18704.0,184,nan
81,2018-01-23,Tuesday,28,22413.0,184,nan
82,2018-01-24,Wednesday,28,19447.0,184,nan
