,days,dow,rank,daily,theaters,special events
0,2020-03-06,Friday,1,12096726.0,4310,nan
1,2020-03-07,Saturday,1,16514193.0,4310,nan
2,2020-03-08,Sunday,1,10508942.0,4310,nan
3,2020-03-09,Monday,1,2509515.0,4310,nan
4,2020-03-10,Tuesday,1,4053912.0,4310,nan
5,2020-03-11,Wednesday,1,2202553.0,4310,nan
6,2020-03-12,Thursday,1,1872846.0,4310,COVID-19 Pandemic
7,2020-03-13,Friday,3,3238878.0,4310,COVID-19 Pandemic
8,2020-03-14,Saturday,1,4675724.0,4310,COVID-19 Pandemic
9,2020-03-15,Sunday,1,2687350.0,4310,COVID-19 Pandemic
10,2020-03-16,Monday,1,753347.0,4310,COVID-19 Pandemic
11,2020-03-17,Tuesday,1,346334.0,4310,COVID-19 Pandemic
12,2020-03-18,Wednesday,1,61529.0,4310,COVID-19 Pandemic
13,2020-03-19,Thursday,1,33296.0,4310,COVID-19 Pandemic
